web_scraper_order,web_scraper_start_url,auto_link,marque_modele,annee,prix,kilometrage,boite_de_vitesse,region
"1786649964-494","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-k7-dakar-dakar-32268","Kia K7","2013","","77 000 km","Automatique","Dakar"
"1786649968-495","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevlolet-spin-dakar-dakar-32269","Chevlolet Spin","2018","8 500 000","111 111 km","Automatique","Dakar"
"1786649970-496","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-dakar-dakar-32270","Citroen C4","2018","","230 000 km","Manuelle","Dakar"
"1786649973-497","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-saturn-vue-dakar-dakar-32271","Saturn VUE","2009","","201 000 km","Automatique","Dakar"
"1786649976-498","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hawtai-laville-dakar-dakar-32274","Hawtai Laville","Rouge","12 000 000","2020","Automatique","Dakar"
"1786649978-499","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-508-dakar-dakar-32275","Peugeot 508","2011","","100 000 km","Manuelle","Dakar"
"1786649982-500","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-32276","Peugeot 308","2010","","100 000 km","Manuelle","Dakar"
"1786649984-501","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-scmz-32277","Hyundai Santa Fe","2020","15 000 000","81 490 km","Automatique","Dakar"
"1786649990-502","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-32278","Hyundai Santa Fe","2020","15 000 000","81 484 km","Automatique","Dakar"
"1786649998-503","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-c-hr-dakar-dakar-32279","Toyota C-HR","2024","","0 km","Automatique","Dakar"
"1786650000-504","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-clio-thies-mbour-32280","Renault Clio","2016","","120 000 km","Manuelle","Mbour"
"1786650007-505","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-gmc-terrain-dakar-dakar-32281","GMC Terrain","2018","","0 km","Automatique","Dakar"
"1786650011-506","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-land-rover-range-rover-velar-dakar-dakar-32282","Land Rover Range Rover Velar","2018","","72 000 km","Automatique","Dakar"
"1786650014-507","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-32283","Ford Focus","2015","3 500 000","200 000 km","Automatique","Dakar"
"1786650017-508","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-rogue-dakar-dakar-32284","Nissan Rogue","2013","","138 000 km","Automatique","Dakar"
"1786650020-509","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-32285","Peugeot 3008","2013","4 200 000","120 000 km","Automatique","Dakar"
"1786650023-510","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-samsung-qm6-dakar-dakar-32290","Renault Samsung QM6","2017","11 500 000","95 217 km","Automatique","Dakar"
"1786650031-511","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=75&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-pixo-dakar-dakar-32300","Nissan Pixo","2021","4 340 000","148 754 km","Manuelle","Dakar"
"1786650044-512","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=74&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-captur-dakar-dakar-32316","Renault Captur","2017","8 730 000","103 300 km","Manuelle","Dakar"
"1786650047-513","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=74&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-volkswagen-tiguan-dakar-dakar-32330","Volkswagen Tiguan","2019","","105 000 km","Automatique","Dakar"
