web_scraper_order,web_scraper_start_url,auto_link,marque_modele,annee,prix,kilometrage,boite_de_vitesse,region
"1786655401-1195","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-clio-dakar-dakar-33349","Renault Clio","2016","3 800 000","114 258 km","Automatique","Dakar"
"1786655411-1196","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-eon-dakar-dakar-33350","Hyundai EON","2013","3 900 000","184 589 km","Automatique","Dakar"
"1786655419-1197","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-versa-dakar-dakar-33351","Nissan Versa","2020","2 950 000","80 000 km","Automatique","Dakar"
"1786655422-1198","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-33352","Peugeot 3008","2018","11 700 000","89 000 km","Automatique","Dakar"
"1786655429-1199","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-33353","Kia Sportage","2017","8 700 000","83 900 km","Automatique","Dakar"
"1786655436-1200","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-compass-dakar-dakar-33354","Jeep Compass","2018","","150 000 km","Automatique","Dakar"
"1786655441-1201","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-rufisque-33355","Ford Fusion","Noir","","2015","Automatique","Rufisque"
"1786655446-1202","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-samsung-sm6-dakar-dakar-33356","Renault Samsung Sm6","2017","","0 km","Automatique","Dakar"
"1786655453-1203","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-elantra-dakar-dakar-33357","Hyundai Elantra","2015","","100 000 km","Automatique","Dakar"
"1786655462-1204","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-33358","Peugeot 3008","2016","","980 000 km","Automatique","Dakar"
"1786655469-1205","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ssangyong-tivoli-dakar-dakar-33359","SsangYong Tivoli","2017","7 000 000","116 000 km","Automatique","Dakar"
"1786655475-1206","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-solaris-dakar-dakar-33360","Hyundai Solaris","2017","","800 000 km","Automatique","Dakar"
"1786655479-1207","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=40&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-samsung-qm6-dakar-dakar-33361","Renault Samsung QM6","2017","9 950 000","0 km","Automatique","Dakar"
"1786655488-1208","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4picasso-dakar-dakar-33363","Citroen C4picasso","2017","","100 000 km","Automatique","Dakar"
"1786655491-1209","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-samsung-qm3-dakar-dakar-33364","Renault Samsung Qm3","2016","","990 000 km","Automatique","Dakar"
"1786655494-1210","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c-elysee-dakar-dakar-33365","Citroen C-elysée","2019","4 500 000","98 200 km","Manuelle","Dakar"
"1786655497-1211","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-33366","Hyundai Santa Fe","2016","10 500 000","73 027 km","Automatique","Dakar"
"1786655505-1212","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-33367","Renault Duster","2021","6 500 000","145 400 km","Automatique","Dakar"
"1786655514-1213","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-volkswagen-golf-dakar-dakar-33368","Volkswagen Golf","2021","","28 000 km","Automatique","Dakar"
"1786655519-1214","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-e200-region-de-thies-thies-33369","Mercedes-Benz E200","2016","","100 000 km","Automatique","Thiès"
"1786655523-1215","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevrolet-spark-dakar-dakar-33370","Chevrolet Spark","2014","2 700 000","341 806 km","Automatique","Dakar"
"1786655526-1216","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-e-class-region-de-thies-thies-33371","Mercedes‒Benz E–Class","2016","","100 000 km","Automatique","Thiès"
"1786655528-1217","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-fiat-900t-dakar-dakar-33372","Fiat 900T","2021","8 350 000","37 000 km","Manuelle","Dakar"
"1786655531-1218","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sorento-thies-mbour-33374","Kia Sorento","2017","3 000 000","129 640 km","Automatique","Mbour"
"1786655558-1219","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ssangyong-tivoli-dakar-dakar-33375","SsangYong Tivoli","2016","6 300 000","0 km","Automatique","Dakar"
"1786655568-1220","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-407-saint-louis-saint-louis-33376","Peugeot 407","2006","3 000 000","380 000 km","Manuelle","Saint–Louis"
"1786655574-1221","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-33377","Kia Sportage","2013","4 750 000","119 000 km","Automatique","Dakar"
"1786655577-1222","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-aygo-dakar-dakar-33383","Toyota Aygo","2008","","174 000 km","Manuelle","Dakar"
"1786655583-1223","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-33386","Peugeot 3008","2018","12 500 000","89 000 km","Automatique","Dakar"
"1786655587-1224","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-murano-region-de-thies-thies-33387","Nissan Murano","2017","","154 000 km","Automatique","Thiès"
"1786655590-1225","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-100nx-dakar-dakar-33388","Nissan 100NX","Blanc","7 700 000","2018","Automatique","Dakar"
"1786655593-1226","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-dacia-lodgy-dakar-damniadio-33389","Dacia Lodgy","2018","","100 000 km","Manuelle","Damniadio"
"1786655598-1227","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=39&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-lexus-lx-diourbel-bambey-33390","Lexus LX","2023","","16 000 km","Automatique","Bambey"
"1786655605-1228","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-bluehdi-dakar-dakar-33391","Peugeot 2008 bluehdi","2016","7 000 000","97 700 km","Automatique","Dakar"
"1786655608-1229","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-dakar-dakar-33392","Peugeot 2008","2018","6 200 000","92 000 km","Automatique","Dakar"
"1786655610-1230","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-elantra-dakar-dakar-33393","Hyundai Elantra","2016","44 500 000","112 000 km","Automatique","Dakar"
"1786655612-1231","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-c-classe-dakar-dakar-33394","Mercedes-Benz C-Classe","2013","","151 270 km","Automatique","Dakar"
"1786655617-1232","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-symbole-dakar-dakar-33395","Renault Symbole","2017","4 500 000","71 681 km","Manuelle","Dakar"
"1786655620-1233","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-qm3-dakar-dakar-33397","Renault Qm3","2016","7 000 000","81 511 km","Automatique","Dakar"
"1786655623-1234","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-33398","Kia Sportage","2016","9 500 000","79 511 km","Automatique","Dakar"
"1786655625-1235","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-elantra-dakar-dakar-33400","Hyundai Elantra","2016","4 450 000","112 000 km","Automatique","Dakar"
"1786655628-1236","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-clio-matam-matam-33401","Renault Clio","2014","","90 000 km","Manuelle","Matam"
"1786655630-1237","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-rufisque-33402","Hyundai Santa Fe","2018","","148 800 km","Automatique","Rufisque"
"1786655633-1238","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-fortuner-dakar-dakar-33403","Toyota Fortuner","2022","2 800 000","42 000 km","Automatique","Dakar"
"1786655635-1239","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-33404","Hyundai Tucson","2015","","69 000 km","Automatique","Dakar"
"1786655638-1240","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-dakar-33405","Ford Fusion","2011","","100 000 km","Automatique","Dakar"
"1786655641-1241","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-land-cruiser-dakar-dakar-33406","Toyota Land Cruiser","2018","3 640 000","85 000 km","Automatique","Dakar"
"1786655643-1242","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-region-de-thies-thies-33407","Peugeot 308","Noir","","2016","Manuelle","Thiès"
"1786655646-1243","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-33408","Ford Focus","2014","2 400 000","114 000 km","Automatique","Dakar"
"1786655648-1244","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-33410","Ford Focus","2014","2 400 000","114 000 km","Automatique","Dakar"
"1786655651-1245","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-saint-louis-richard-toll-33411","Toyota RAV4","2008","5 500 000","197 000 km","Manuelle","Richard Toll"
"1786655653-1246","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-33412","Toyota RAV4","2022","","40 433 km","Automatique","Dakar"
"1786655656-1247","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=38&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-lexus-rx-350-dakar-dakar-33413","Lexus RX 350","2023","3 936 000","29 000 km","Automatique","Dakar"
"1786655661-1248","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-307-region-de-thies-thies-33414","Peugeot 307","2006","2 600 000","300 000 km","Manuelle","Thiès"
"1786655663-1249","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jac-js2-dakar-dakar-33415","JAC Js2","Blanc","10 000 000","2025","Manuelle","Dakar"
"1786655667-1250","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-qm3-dakar-dakar-33416","Renault Qm3","2017","7 000 000","70 500 km","Automatique","Dakar"
"1786655670-1251","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-sentra-dakar-dakar-33417","Nissan Sentra","2016","","140 000 km","Automatique","Dakar"
"1786655673-1252","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-mustang-dakar-rufisque-33418","FORD MUSTANG","2013","","213 000 km","Automatique","Rufisque"
"1786655684-1253","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-jumpy-dakar-dakar-33419","Citroen Jumpy","2018","","138 000 km","Manuelle","Dakar"
"1786655696-1254","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-highlander-dakar-dakar-33421","Toyota Highlander","2021","3 360 000","72 000 km","Automatique","Dakar"
"1786655706-1255","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-l200-dakar-dakar-33423","Mitsubishi L200","2022","2 795 000","76 000 km","Automatique","Dakar"
"1786655713-1256","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-33425","Hyundai Tucson","2016","","170 000 km","Automatique","Dakar"
"1786655721-1257","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-33426","Kia Sportage","2018","","150 000 km","Automatique","Dakar"
"1786655725-1258","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-33427","Hyundai Santa Fe","2014","5 500 000","130 000 km","Automatique","Dakar"
"1786655729-1259","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-juke-dakar-dakar-33428","Nissan Juke","2013","3 850 000","120 000 km","Automatique","Dakar"
"1786655752-1260","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-x-trail-dakar-dakar-33429","Nissan X–Trail","2022","2 520 000","35 000 km","Automatique","Dakar"
"1786655775-1261","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-33431","Ford Focus","Autre","2 800 000","2016","Manuelle","Dakar"
"1786655789-1262","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=37&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav-4-dakar-dakar-33433","Toyota Rav 4","Autre","3 600 000","2012","Manuelle","Dakar"
